1004219544,1003508302
1011728614,1010591969
990451285,989327481
994541598,993844898
81677894,80673682
1015226861,1014424409
1000885697,999833650
999592943,998479265
1034232781,1033056850
999738730,998639069
1887228045,1886054062
1908965353,1907727356
1778349426,1777232040
1967412885,1966355338
1902345629,1901186561
2696852653,2695719562
246382819,245261480
3044670878,3038791688
253182329,252108390
2855578700,2854639148
244684574,243551841
2983160481,2982249592
2880550982,2879447335
2888070586,2886891564
343061973,341980780
3482529995,3481545499
3992575538,3991648421
4011767347,4010585664
3936334977,3935191592
4110181157,4108969509
1067699656,1065602243
83774398,82770902
4109718426,4108593618
1014498232,1013616394
1031037277,1029905300
4077908169,4077077822
1035344461,1034112727
1013782314,1012659385
4068632267,4067826432
319509116,318712913
1110190385,1109065263
1040044545,1038917674
4246621694,4245769545
429774753,428943407
1022251032,1021103355
1024143072,1023103283
3968170790,3967386103
1457849001,1456984454
1503483765,1502343428
4086650919,4075403695
1498945135,1497156772
1625230467,1624407883
304107042,303269119
4056027919,4055192046
1392029380,1391151563
1623513149,1620574638
282531181,281662910
1564608353,1563295230
1606226483,1605310524
4405067095,4403746813
1559109410,1557932677
1295087494,1294204548
4257443012,4256329079
1685827097,1684734341
1562229848,1561315799
198893715,197985327
151707658,150842738
4087704309,4086823207
1815323289,1813667584
2034860908,2033779150
4089005287,4088202007
2023964828,2023098233
1985203553,1984328548
2152676130,2151809692
1891972439,1890873578
4030789266,4029702505
2098457307,2097360172
685584118,684553692
2157125791,2156205569
3755612934,3754898265
1872406536,1871330629
219137678,218313449
293872274,292773822
2053429553,2052561946
1997968125,1997095944
2016611125,2015737961
173925505,172033680
2037299325,2036029893
4099363930,4098542068
1996500614,1994701607
4069424795,4068728968
2210710357,2209784294
266662517,265641154
2529948025,2528773929
2621134552,2618802093
2530122521,2529189289
2603130871,2599914823
4329916918,4329134936
4236125082,4235390313
2439751193,2438577413
2512401084,2511507771
2343231026,2340655201
163774027,162954276
235534277,234552356
2484886025,2483820606
181161815,180268484
2427904729,2426980288
2610548319,2609650089
2477498612,2476298787
3944055214,3943261159
4118157509,4117228195
248121447,247315837
2529196318,2528288428
2954730243,2953840459
280295635,279354028
2690656827,2689572942
2627610713,2626666604
2981987923,2980885579
3976980275,3976178966
4019509189,4018636189
3113611329,3110986670
3066229351,3065264833
3087660404,3086682620
604576345,603168074
2751294944,2750456158
4131757840,4130593746
4067055204,4066229929
3085354804,3084137956
3190056920,3188419681
282497497,281750830
241624643,240664509
242644541,241806135
385518479,384767036
3052812693,3051953563
3123018563,3121692075
3137904863,3132529577
3021387209,3020529954
3943013642,3941842681
2965186880,2964033019
685898666,685093802
3041283940,3040398812
4258456556,4257609541
3050312429,3048867778
3054196071,3053311001
261309803,260154951
3951190797,3950119296
3062387213,3061444444
3035611843,3034573881
317218904,315758403
3864120289,3863318040
309123904,308338351
3180641612,3179731790
2980969695,2980087128
339906214,339053425
633723118,632900722
3212555191,3211352827
3219414053,3218239754
390843725,389986988
224937945,223830851
4162896761,4161770512
3842175786,3841117915
3019691191,3018608359
3117769321,3116866735
3196332685,3195509735
326249294,325455290
3021641605,3020511694
2840674096,2839810679
4018965695,4017619106
3143651749,3142568865
3993595246,3992835640
3244972981,3244086042
3156122671,3155215636
3111734164,3110642009
3101057777,3100157901
3168407485,3167254414
4116834146,4116011359
4094251037,4093512790
3229940398,3229017935
3206382786,3205176912
2969026868,2968146671
2995976988,2994843306
203307628,202255468
3199385523,3198478693
222414323,221581394
4106254345,4105488384
4053629944,4052891273
2783833620,2782726412
416744857,415680074
309900520,309066717
2945434076,2944469021
3153741896,3152305375
3016947343,3016001484
3016627413,3015714381
3079568167,3078501342
4044949787,4044186181
335469079,334364733
3963093071,3962270740
3177456993,3176366960
3186367644,3185461042
2999078380,2998188595
675437163,674534033
2947571089,2946675272
3902708513,3901827487
3120931461,3119838729
3013522965,3012628376
4011317538,4010481083
2830577053,2829512949
2811115825,2810165338
2594628569,2593151202
2702391011,2701505165
3972368969,3971216635
3999638128,3998822282
3047037906,3045931417
3145438783,3144697800
339069198,337992078
263077029,262225969
2923273629,2922461952
3274913254,3273745780
3031826246,3030929504
4051548517,4050682505
3107756727,3106900509
2928515551,2927457402
4033759317,4032955410
3190772548,3189858109
3051774570,3050618039
2904771537,2903364615
416357698,415520668
4135661060,4134788455
3199542200,3197870376
227429888,226584048
3038351673,3036299740
3998761361,3989389535
2901104976,2899485356
3293413473,3292139698
2963737893,2962834649
2950695516,2949833186
3947712407,3946965312
2958294115,2957441787
3955693799,3954571221
3031137698,3030107316
3025937041,3025067610
3005290175,3004056497
2349773695,2348641362
3955435044,3954559114
253652283,252523182
3757714174,3756903707
2735449495,2733865488
2832549435,2831489032
2910454263,2908811061
205321040,204344561
3046088176,3044924502
3998072938,3997353230
3056643069,3055808838
3143356414,3142571019
4195695127,4194867366
3000817702,2999623631
314780309,313878763
3084322270,3083205512
312795500,311820764
2919744478,2918856087
3242872275,3242008519
3774343839,3765945662
3846014534,3836742752
3134924780,3132983166
3220339467,3218357390
3045315572,3044078963
3077150106,3076182124
3068120199,3067187849
3142512538,3137824484
3955315210,3954522466
3961286420,3960455716
2328686177,2327739263
2733392216,2732461236
3016963888,3015386282
3061505604,3060278260
2906184762,2905021218
3998929328,3998118194
3004345441,3003481707
4111522222,4110719347
3020017743,3018795882
3094922400,3094058347
3146855172,3145694555
2988840699,2988008485
4027112276,4026507685
4023903825,4023100340
3041091186,3040013187
3164661470,3163715287
320594684,319860857
269907803,269161789
2999899850,2998594630
3012763600,3009954982
2953634508,2952796327
3841546168,3840399376
3058746706,3057590731
3983676356,3982658022
3008661105,3007835935
3091324093,3090545767
288935646,288051255
3234433853,3233155296
2963359478,2962524788
4140216152,4139394378
3129753857,3127431027
290032622,288946187
3099599474,3098672863
3910516765,3909426192
3004950999,3003671174
3004572869,3003789792
2906336167,2905503496
2793442807,2792559987
4090746729,4089867963
4058650144,4057543259
3068963847,3067901185
3133272260,3132442710
3112536032,3111564832
3097466446,3096540809
3059519229,3058645488
4041285743,4039924039
3140748864,3139744450
3916684463,3915740376
3043562553,3042685402
3008757931,3007599179
384622957,383518294
3014483964,3013234925
3070061219,3069203839
3961393225,3960595765
3185517397,3184519653
3798022278,3796548774
3049400933,3048500244
3049067275,3047923124
3110004548,3109082988
3049084537,3047961849
3081062050,3080172599
3859133124,3858334925
4014126728,4013261107
3015922247,3014848158
3094951302,3093904792
2945297730,2944176426
3018430407,3017325315
4044719714,4043632056
3930515091,3929734763
3173404689,3172519739
304698705,304111159
3050814071,3049704236
3157885480,3156992241
3050804320,3049603893
3134390929,3133051748
3812896370,3812323068
3371837494,3369968537
3164117930,3162957088
4015740219,4014920227
3011813503,3010926419
3147854722,3146569566
3099395684,3098315151
3168388090,3167393989
3946747522,3945899513
2988782874,2987941932
4054141941,4053302952
3083708534,3082574517
244144428,243080996
3100776548,3099829288
3040294148,3039012965
3012183978,3011270325
3903253355,3902631489
3852197771,3851421180
3077463684,3076596843
3027074089,3026197422
2881131297,2880194106
3135445835,3134504728
656071319,655378792
4056010945,4054855963
3079857343,3078698081
4079405190,4078539003
3106082802,3105265610
3127499276,3126392932
3179886232,3178988263
3063214713,3059958413
3929963925,3928825121
3154127813,3153265197
3081231400,3080142733
3006960167,3006028426
3945110841,3944247574
2898735884,2897714408
3190122025,3189253927
3063739796,3062666659
2989618556,2987999046
206128823,205204709
4018097919,4017366429
3952727669,3951964632
3043195887,3042084798
3126667872,3125394254
3043256844,3042455147
3021488436,3020626482
4045041347,4044102644
2903648719,2902762959
188362398,186831994
3968718912,3967663141
239378602,238582796
3035306544,3034204739
2951056932,2950194642
3031857862,3030689437
3015021230,3014178527
3916277155,3895631297
3824057883,3823279271
2976677182,2975612174
3028943022,3028056034
3004001257,3003149843
683329823,682372261
2921784803,2920621778
3206650253,3205629003
3055439840,3054563835
212166196,211338425
4184502425,4183720372
336503704,335670152
4067642412,4066888511
3165385041,3164501433
2947515953,2946354796
254075254,253027146
3000913174,2999703884
343135369,342044361
3032521757,3031590381
279598056,278725792
3163135426,3162162251
326110716,325085881
3986675013,3985916805
4151572860,4150776378
2762254649,2761289711
3102088287,3101210231
3004864836,3004020146
2933392372,2932602340
3006189462,3005352491
4310697137,4309666363
3941325898,3940579486
3024673598,3023527436
3161969767,3160980831
3075400809,3074440563
3135770331,3134454751
255439002,254226948
3840833856,3840232734
3889854411,3889103010
2989675617,2988589974
3000669510,2999768189
2869439914,2868298481
3044795750,3043849746
2957457940,2956461552
3015879014,3014980139
2884284402,2883369458
3945242027,3944262061
4005730448,4004605746
2893541202,2892365043
3072164166,3071259899
3106743624,3105634809
3042357039,3041569364
690507439,689642348
3857874516,3857347259
3957528761,3956677139
3123086495,3121985582
2904683844,2903621917
2885283754,2884305603
3042178171,3041067563
3036880947,3035976666
3874115459,3873329148
3912896949,3912174360
2892724966,2891692241
2871981528,2871004023
2995907625,2994790024
3001581878,3000723420
3100777433,3099928723
3974292303,3973568503
3375370269,3374357352
4222472337,4221201078
172264187,171393511
2959584171,2958431310
271116480,270325126
2954684102,2953601043
3060453210,3059376411
3040952970,3039848379
2993670264,2992761597
3790982815,3790248588
4037313322,4036592054
474275455,473468269
2965543240,2963634200
328423595,327711201
3086369461,3085492500
3034367616,3033105338
3063444798,3062590118
2961860937,2960489770
4117760169,4116993374
2949200189,2948338715
3899707573,3898574467
3150724132,3149686184
2975965350,2975083778
3077810248,3076900426
2964263229,2962894750
4006058901,4004518031
3980191445,3979343246
3075759146,3074662389
2939714451,2938875287
3079469211,3074483559
3131809379,3130767301
3114956471,3114070470
3029400087,3028497585
4157026005,4155849397
2979553069,2978492276
4018009926,4017443011
2933151981,2932267035
548089919,547059787
2689524293,2686039076
241136340,240097920
2914234250,2913395661
4177442213,4176644728
3010144894,3009167992
3951542247,3950512761
245224735,244107174
3078165830,3077226273
302300626,301205609
480463837,479638175
2946655794,2945806313
2985735071,2984918294
3130112704,3129185523
3012302037,3011223906
2965635938,2964821410
3923681147,3923007882
3004767586,3003911529
3865772368,3864848668
242604240,241829607
2873203003,2872061355
3000591593,2999719619
233244972,232409966
3145075444,3144254417
2958781533,2957615163
3598277937,3597469129
3797206449,3796409427
2996170201,2995070244
373035757,371985554
332984303,332287837
3117704349,3116556551
3085381728,3084460292
3105009778,3103156885
4260025213,4259176125
3002828595,3001975859
2894105413,2893407546
2953022286,2951944952
3147565817,3146691578
4200853764,4199796182
3021709362,3020848285
234057382,232975232
4018965454,4017904471
2929304758,2928262118
3097665394,3096739165
3096967608,3095882042
3952051432,3951268770
3043010232,3042122872
2968255598,2967374259
3131597929,3130508130
2942176214,2941285679
4102521879,4101636054
3839803251,3838722074
3060074722,3059242471
286150584,285092634
3053065597,3051852138
3329987487,3329127888
3086583005,3085749292
4148861209,4148005012
2888732021,2887862811
655723342,654545249
2828052861,2827226682
2849725928,2848627485
2940274374,2939287343
4222909317,4222012670
463550308,462477022
413026711,412214733
248132183,247335680
3195758390,3194646520
2973338229,2972493726
261490602,260339969
4015527795,4014619345
